stock,time,prices,shares
PSMT,09:36:47.88,115.73,10
JHP,09:37:09.48,7.85,100
ESNT,09:37:40.05,23.89,100
JHS,09:30:00.85,14.26,4584
TNXP,09:35:20.08,10.35,600
CMGE,09:38:11.45,26.0,600
JHX,09:34:27.58,58.37,2
JSGRY,09:30:10.20,54.5,6
AXDI,09:30:01.13,83.5,12
ETHOF,09:30:11.80,0.175,1000
HKTV,09:35:49.98,9.18,500
PSLV,09:36:42.30,7.8099,2200
FENY,09:37:22.23,25.61,1300
INXB,09:37:48.98,7.98,100
GYST,09:38:09.40,0.0014,5009
SKTO,09:36:28.80,0.0083,95000
INXN,09:38:09.90,23.58,100
PSMI,09:37:20.08,7.4,100
JJA,09:30:00.70,48.0,20
JJC,09:37:36.65,41.4,632
AGCZ,09:30:13.00,4.0E-4,2550
RVREF,09:31:45.80,0.38,2500
OPLK,09:37:13.38,18.59,10
JJG,09:30:00.70,43.0,350
RYUN,09:30:13.20,0.0776,900
ESPH,09:32:15.00,0.29,15600
PSON,09:33:41.80,0.144,500
ESPI,09:31:41.80,0.014,50
AGCO,09:38:12.95,58.5212,300
ESPR,09:37:35.28,14.18,70
JJP,09:30:17.73,61.6501,46
LGCY,09:37:10.38,28.0,57
JJS,09:30:01.48,43.3,100
AXDX,09:38:05.95,12.41,94
JJT,09:30:56.28,52.65,75
CNBKA,09:36:49.63,33.44,1
AHMIQ,09:30:15.40,0.0032,8550
JKD,09:37:00.88,107.38,100
FVRD,09:30:14.40,0.006,2000
EBMT,09:30:00.60,10.95,125
JKF,09:30:00.70,80.18,2
FVRG,09:30:31.80,0.85,150
JKE,09:35:01.30,99.66,100
JKH,09:36:15.73,142.0,200
JKG,09:30:00.70,129.23,106
JKJ,09:36:04.28,128.352,373
HMRTY,09:36:12.40,12.561,121
JKI,09:31:15.55,113.84,400
SBRCY,09:37:51.40,12.53,198
JKL,09:37:30.68,119.49,274
JKK,09:36:12.50,131.71,200
RSHYY,09:30:41.80,1.76,15000
EBND,09:36:42.25,29.37,200
JKS,09:38:11.78,29.39,100
QEPM,09:30:10.80,23.13,100
NMIH,09:38:08.53,12.25,100
JLA,09:36:54.95,12.54,300
AXGN,09:37:54.00,4.927,400
PBPB,09:37:58.48,24.5,200
SKYC,09:30:02.00,0.034,100
RBGLY,09:37:48.20,15.79,1800
JLL,09:38:01.08,102.16,100
CMPGY,09:30:02.80,16.0,224
SKYW,09:36:17.83,14.72,100
JLS,09:30:09.55,23.05,2305
ESRT,09:38:10.38,15.025,83
AGEN,09:37:35.53,2.66,100
ESRX,09:38:07.50,69.91,100
FMER.PR.A,09:35:56.83,20.66,1
ESSA,09:36:49.58,11.61,4
OPOF,09:30:00.40,12.93,300
SKYY,09:37:04.63,26.3501,50
JMF,09:37:04.90,19.56,100
JMI,09:38:06.53,13.82,100
AXHE,09:30:01.13,81.71,50
JMP,09:37:25.23,7.45,9
CMLS,09:37:59.60,7.66,100
JMT,09:34:22.05,22.75,100
CMLP,09:37:38.55,24.81,100
ESVIF,09:30:01.40,15.67,20
LXFT,09:36:49.48,37.95,2
LXFR,09:30:00.53,20.71,200
WFEMF,09:30:03.40,0.0847,2500
JNK,09:38:03.45,40.57,5900
JNJ,09:38:13.05,91.36,31
JRCC,09:36:57.55,1.37,300
CAMBU,09:30:00.08,10.04,119
EBSB,09:36:49.50,22.63,2
AXID,09:30:01.13,65.91,1
URBN,09:38:13.95,38.555,895
JNS,09:37:42.85,12.34,100
JNY,09:37:06.33,14.955,100
PSTB,09:36:49.35,7.13,15
JABA,09:30:09.80,0.016,9000
MARPS,09:30:00.33,13.91,2955
DPSGY,09:36:59.60,35.63,584
PSTI,09:38:09.40,3.51,94
JOF,09:31:59.13,9.1,100
JOE,09:37:41.20,18.93,100
ESSI,09:30:02.40,0.0023,100
AXJL,09:30:07.23,65.5,50
RHHVF,09:37:33.80,275.95,1
BGE.PR.B,09:30:00.13,24.37,100
YMLP,09:38:10.58,18.3775,100
ESSX,09:30:00.45,3.29,567
JOY,09:38:07.50,57.57,50
YMLI,09:30:00.85,21.15,100
JPC,09:38:02.48,8.82,100
AXIT,09:30:01.13,65.11,1
JPG,09:32:42.33,14.13,100
CMPD,09:30:00.20,0.11,4000
JPI,09:32:12.23,22.141,9
WOPEY,09:30:14.40,34.34,200
HMRZF,09:30:59.00,45.55,850
JPM,09:38:14.05,58.25,57
JACQ,09:32:05.40,10.29,2000
JPP,09:37:33.93,46.06,100
JPS,09:37:15.18,8.1,397
JPW,09:30:37.58,16.31,1700
AGIO,09:37:56.55,23.5,200
UACL,09:37:57.80,31.6,100
JPZ,09:36:31.75,12.53,16
AGIN,09:30:13.40,0.16,1000
SCUEF,09:30:18.00,0.001,100
AGII,09:37:36.58,46.65,15
UREE,09:37:02.00,2.88,1000
JQC,09:38:02.45,9.69,45
PSTX,09:36:25.00,2.2,200
PSTR,09:37:23.03,1.21,1
AXLL,09:38:09.13,47.16,100
EBTC,09:36:35.58,21.4,3
PBSK,09:37:14.15,14.25,100
PBSV,09:35:46.80,2.0,500
OGXPY,09:36:26.80,0.1147,5000
WOPEF,09:30:14.00,34.5,1000
PSUN,09:37:11.43,3.325,47
LGIH,09:37:04.35,17.7,3
JACK,09:37:31.78,49.33,100
JPM.PR.A,09:35:55.43,20.3,38
AXMT,09:30:01.15,47.72,1
JRI,09:37:57.75,16.78,99
CMRE,09:35:24.63,18.12,7
JPM.PR.C,09:38:10.68,25.38,100
JPM.PR.D,09:32:01.90,20.56,32
OPTT,09:33:33.88,1.929,100
JRO,09:36:31.78,12.14,200
JRN,09:37:51.63,9.21,100
JRS,09:37:56.75,9.47,60
LXMO,09:37:11.80,15.75,100
EXETF,09:33:31.00,6.44,300
JSD,09:34:21.55,18.85,100
JSC,09:36:10.13,50.28,41
SMTPD,09:32:52.60,8.0,100
SLAB,09:38:10.10,42.98,100
AXLX,09:34:26.00,1.0E-4,100
PSXP,09:37:52.60,37.75,200
AGMC,09:30:08.60,8.0E-4,3
JSN,09:38:02.50,12.63,56
VLOWY,09:36:10.60,10.63,173
JSM,09:33:32.60,18.66,96
CMSB,09:30:00.70,9.09,400
JST,09:36:42.15,8.55,100
FEYE,09:38:03.45,43.31,100
CMRX,09:37:46.68,15.02,95
MJNA,09:38:13.60,0.172,10000
PBEGF,09:30:04.20,0.3272,341
JTA,09:37:46.88,14.25,100
PSWS,09:30:15.40,0.0021,10000
JTD,09:38:13.98,15.5,100
AGNC,09:38:02.65,19.43,100
JTP,09:38:12.80,7.696,630
SLCA,09:38:02.55,33.88,100
LGND,09:37:36.98,51.86,3
BJRI,09:38:13.43,30.76,200
AXPW,09:30:13.20,0.107,2100
NMRX,09:37:28.48,13.17,8
AGOE,09:37:39.00,0.1601,800
ZURVY,09:37:54.80,28.63,200
ESYS,09:30:00.18,13.1,600
RSKIA,09:33:24.60,8.95,900
JVA,09:38:03.83,5.12,100
CMTL,09:36:49.25,31.58,5
SMCJY,09:32:13.60,25.17,100
SVNDY,09:36:11.00,79.71,30
NGPHF,09:34:25.40,0.7764,1000
JWN,09:37:50.78,61.99,1
IOGA,09:30:09.40,0.4199,375
JRJC,09:37:43.73,6.01,8500
PBYI,09:37:49.13,101.7025,100
OPXA,09:38:09.00,1.85,100
COGGF,09:30:16.03,0.029,50000
MP.PR.D,09:30:01.38,24.84,44
SVNDF,09:30:31.00,39.75,136
FCSMF,09:36:13.20,0.513,2300
NRF.PR.C,09:36:58.00,24.0499,100
NRF.PR.B,09:33:58.70,22.59,120
JXI,09:34:28.08,43.855,112
NRF.PR.A,09:30:01.38,23.69,1
VUME,09:30:11.80,0.0015,5000
MRVNY,09:30:37.00,6.84,2
CMXI,09:37:21.80,0.5,10000
IOUFF,09:30:01.40,0.6381,2000
ATADF,09:30:02.80,0.5414,100
JALA,09:35:24.80,0.05,20000
O.PR.F,09:36:26.75,23.88,17
TIRXF,09:31:26.60,0.2108,500
IOIL,09:30:00.60,20.63,10
RIBT,09:30:12.83,5.15,207
LXRX,09:37:28.15,1.79,100
AXTI,09:33:53.03,2.61,29
JAKK,09:38:10.53,6.68,100
CMXX,09:30:07.20,0.168,6500
AGRT,09:30:13.40,0.0035,3
AXTE,09:30:12.88,64.25,15
LDBKY,09:36:34.60,3.01,81
RICK,09:34:52.03,11.52,100
JZJ,09:35:31.05,26.27,100
AGRO,09:37:57.78,8.01,100
GIFI,09:36:49.35,23.32,5
JZV,09:30:00.45,25.31,400
AXUT,09:30:01.15,42.22,1
FFCO,09:30:00.28,19.46,41
HLIT,09:37:51.78,7.3,100
JANI,09:30:09.80,1.01,240
SLIO,09:30:02.40,0.001,100000
GIGA,09:30:00.70,0.9899,600
FFBC,09:37:42.83,17.36,100
FFBH,09:36:49.68,8.95,1
SLGN,09:33:19.18,47.67,15
NSSMY,09:32:21.00,33.9,100
FWDG,09:34:43.60,0.0118,23000
FWDI,09:30:01.03,28.71,87
ETAK,09:37:10.18,1.23,100
JAMN,09:34:32.00,0.365,1750
PCAR,09:38:06.00,58.79,100
PNYTF,09:30:14.40,2.0E-4,166665
RIGS,09:35:06.80,25.08,200
KUTV,09:36:57.70,2.8699,1750
PTCT,09:37:00.10,16.68,11
UAPC,09:37:50.40,0.0032,2500
PCBK,09:37:59.68,15.94,10
XYIGY,09:34:53.60,17.24,15
FFFC,09:35:09.80,1.0E-4,100
MCP.PR.A,09:36:07.55,13.09,500
HIG.WS,09:30:04.35,27.21,300
AHT.PR.D,09:30:00.03,25.12,500
HLM.PR,09:30:00.43,30.55,200
GIGM,09:30:12.93,0.9901,1
ECAU,09:30:03.00,0.22,2000
ABMLF,09:33:13.40,0.29,2100
AXXE,09:30:00.40,0.151,25
RIGL,09:38:07.68,2.88,100
DIPGY,09:35:01.40,8.93,184
RIGH,09:32:00.23,1.0E-4,100000
LDSVF,09:31:55.60,4479.0,1
KHDHF,09:30:02.00,8.7415,45
PTEN,09:38:10.98,25.14,100
ETFC,09:38:13.00,19.7,200
LEVYU,09:30:00.40,10.05,100
TOPS,09:35:37.23,1.7699,200
ALP.PR.P,09:31:24.25,24.16,57
ALP.PR.O,09:30:01.35,25.45,40
APEMY,09:30:43.20,18.37,5
ALP.PR.N,09:35:13.88,24.24,101
IRET.PR,09:30:01.85,25.86,1
SVNLY,09:30:03.20,24.16,38
GIII,09:38:06.63,72.71,100
VDSI,09:37:50.30,7.59,16
KAI,09:36:49.20,40.58,5
ETEK,09:36:22.00,0.004,10000
SHECY,09:36:45.60,14.43,100
PCCC,09:37:19.68,24.92,5
URRE,09:38:10.13,2.9801,170
APELY,09:31:42.80,22.85,280
KAP,09:30:00.45,25.26,100
MITT.PR.A,09:30:01.38,21.92,1
VSTOW,09:30:10.80,24.42,1
KAR,09:38:10.05,29.62,100
CNAT,09:37:03.10,6.56,100
URTY,09:38:01.90,86.8,20
FFIN,09:36:47.93,65.93,16
SLNX,09:30:02.00,3.0E-4,250000
PNHNF,09:35:58.63,9.227,100
NNAN,09:30:57.40,0.0062,10000
GILT,09:30:56.18,4.74,300
FFIV,09:37:56.55,89.895,100
KBE,09:38:07.85,32.96,100
KBH,09:38:12.70,18.01,100
GVDNY,09:31:16.60,28.17,200
TORM,09:30:00.70,9.9,200
PCFG,09:31:24.80,8.0E-4,225508
MRETF,09:32:36.80,7.4265,6705
KBR,09:38:12.38,31.615,300
AGYS,09:38:01.05,13.97,100
LCPRF,09:30:11.80,6.0056,100
FFHL,09:35:26.25,1.12,100
KCE,09:38:11.60,49.94,150
KCG,09:36:49.18,11.93,39
JASO,09:38:04.03,9.18,100
PCEF,09:37:37.15,24.22,100
CNBC,09:38:01.95,18.96,87
APEOF,09:30:03.20,1.59,200
URTH,09:38:09.98,70.11,200
FFIC,09:36:31.70,20.33,100
GILD,09:38:12.00,75.158,10
SLNN,09:30:02.40,0.44,200
ECHO,09:38:08.90,21.0782,100
PTIE,09:38:05.80,4.73,755
VUZI,09:36:56.20,3.99,200
CNCO,09:30:09.33,10.76,300
FFKT,09:36:49.43,21.92,4
FFKY,09:30:00.53,4.9,300
PTIX,09:36:56.58,3.72,100
RING,09:36:28.55,9.3599,3
SGSOY,09:33:42.80,22.66,200
ECIG,09:30:03.40,11.0,48
CNBZ,09:38:02.40,11.0,300
TOTS,09:30:00.65,22.78,64
IOSP,09:37:35.30,45.8175,100
GTOMY,09:35:06.40,54.94,100
GIMO,09:38:09.25,27.925,1
CNDO,09:38:08.88,2.58,600
LRLCY,09:31:33.40,34.36,160
KED,09:36:32.08,27.86,19
GIMU,09:35:10.40,0.0047,400
KEG,09:38:09.13,7.94,100
KEF,09:30:00.48,8.17,2254
INRLF,09:32:37.20,5.55,6
TAKUF,09:31:23.40,0.006,700
KEM,09:36:49.43,5.61,16
NNBR,09:38:10.43,19.886,3000
CNDA,09:34:24.10,21.35,400
KEP,09:37:52.43,16.5,100
FWLT,09:37:58.70,32.71,100
AIQUY,09:38:10.00,27.7,771
KEY,09:38:10.48,13.31,200
KEX,09:38:03.98,98.15,20
YNDX,09:38:07.23,42.77,100
JAXB,09:30:00.55,12.53,100
CNET,09:30:00.58,0.89,362
HLSS,09:37:12.58,22.89,100
CNER,09:30:14.20,0.015,2400
TTSLF,09:30:21.20,2.7,102
KFH,09:36:32.58,26.72,38
TOVC,09:30:12.60,0.35,100
KFI,09:35:57.03,25.2119,100
MKBY,09:30:23.60,0.015,10000
KFN,09:38:09.20,12.08,100
KFS,09:30:01.75,3.91,100
KFX,09:36:36.80,7.24,200
PTLA,09:38:02.10,25.38,100
KFY,09:38:13.90,25.85,61
KGC,09:37:55.15,4.47,300
KOZAY,09:30:41.00,9.65,300
SLRC,09:36:48.63,22.55,16
SLRA,09:30:03.38,20.15,31
DX.PR.A,09:30:00.18,22.86,200
RIOM,09:37:29.25,1.71,100
BKCC,09:38:12.28,9.28,50
KHI,09:32:21.75,9.11,420
PCLN,09:38:03.20,1154.9,100
JAZZ,09:38:13.90,125.88,100
ALIZF,09:30:12.20,176.0,33
QFOR,09:34:00.40,1.05,500
KIE,09:37:42.83,62.68,100
CHSCO,09:35:01.10,28.35,1
FFNW,09:38:08.10,10.63,8
CHSCP,09:33:54.65,29.21,115
BKEP,09:31:23.20,8.51,1
KIM,09:37:53.00,19.74,100
SLTD,09:37:53.80,0.0281,300
KIO,09:30:00.85,17.94,301
KIN,09:38:02.15,11.2799,800
TOWR,09:37:59.90,21.28,150
SVNTQ,09:30:10.80,0.0143,120
CNHI,09:38:07.88,11.185,100
SLTM,09:37:07.00,2.9297,800
TOWN,09:38:07.15,15.36,14
LHCG,09:37:14.48,24.14,7
ECNS,09:35:38.83,46.3933,431
CNIT,09:36:30.60,7.2275,100
RITE,09:30:20.20,0.02,5000
AZSEY,09:36:12.40,17.641,104
ECOB,09:37:00.60,0.0017,206000
ECOL,09:36:48.58,37.26,12
ECOM,09:38:05.58,41.105,200
ECON,09:37:48.30,26.47,180
FWRD,09:37:44.48,43.87,80
KKD,09:38:06.68,19.15,100
PCMI,09:30:44.20,10.35,41
PTNR,09:31:35.13,9.11,100
PTNT,09:34:41.93,3.15,100
KKR,09:38:06.48,24.18,100
SLVO,09:34:36.00,15.91,200
SLVP,09:30:00.95,10.89,386
PTOG,09:35:57.00,0.0078,5000
SLYG,09:36:12.53,177.88,38
KLD,09:30:00.75,76.48,112
ETRM,09:38:13.83,2.21,423
TC.PR.T,09:33:30.93,13.17,100
SLYV,09:35:34.60,105.77,398
PTRC,09:33:09.80,0.0684,30000
BTKGF,09:30:20.20,0.69,160
KMB,09:38:07.33,104.13,200
ECOS,09:36:25.40,2.0E-4,160000
KMG,09:36:49.50,16.84,99
KMF,09:37:45.35,34.15,100
KMI,09:38:10.78,36.08,100
KMM,09:30:14.15,9.36,4021
KMP,09:38:11.80,80.72,35
GIVE,09:30:01.08,61.17,1
KMR,09:38:08.58,75.38,87
KMT,09:37:53.73,51.95,40
PCOM,09:30:00.23,25.39,30
ECPG,09:37:59.53,49.9,80
SLXP,09:38:06.83,89.44,100
KMX,09:38:03.38,47.08,100
GIVN,09:38:01.25,29.98,500
KND,09:37:10.13,19.63,100
KNL,09:37:50.93,18.26,100
PTSX,09:30:00.38,0.54,1917
AHGP,09:31:30.98,58.62,100
VEDO,09:35:43.20,0.02,5517
KNX,09:38:08.48,18.22,100
TNABY,09:36:31.20,13.46,5
PCRX,09:38:05.80,56.65,200
SSEZY,09:35:00.40,22.24,100
CNMD,09:37:40.05,42.41,28
CNOB,09:30:40.33,40.1,95
KOG,09:38:13.70,10.87,100
KOF,09:31:50.95,121.71,52
USAE,09:30:11.40,0.0021,600
USAC,09:31:03.53,26.81,100
NNLX,09:30:54.00,0.1249,700
KOL,09:38:02.78,19.33,300
USAP,09:36:49.35,36.15,3
KOP,09:36:31.80,45.53,18
PTRY,09:38:08.75,16.7,24
KOS,09:37:55.50,11.29,300
USAK,09:37:43.25,12.8,100
PTSC,09:30:12.80,0.1001,17500
VECO,09:38:06.00,32.45,59
SCGLY,09:32:39.00,11.35,2000
USAT,09:37:16.15,1.82,100
DFT.PR.A,09:30:00.33,23.81,489
VLPNY,09:30:07.20,9.52,13
DFT.PR.B,09:36:48.03,22.7399,115
ECRO,09:37:12.20,0.0699,90000
PTSI,09:36:37.23,21.0,100
HOKCY,09:30:04.20,2.295,200
CSRXF,09:30:38.60,10.45,368
VEEV,09:38:00.83,32.14,200
PCTI,09:36:49.50,9.69,7
KVHI,09:38:04.65,13.06,8
TRMLF,09:30:04.00,41.9182,50
ECUI,09:35:21.00,3.0E-4,308059
BKLN,09:37:25.75,24.88,496
FUR.PR.D,09:36:54.50,26.23,1
UBCP,09:37:00.33,8.4,650
USCI,09:37:49.20,55.78,100
JSDA,09:30:12.00,0.4609,1000
USCR,09:37:30.78,22.86,8
ZNNMF,09:36:17.00,0.823,4000
BKMU,09:38:09.58,7.01,25
ECTE,09:36:38.25,3.0649,400
OXLCP,09:30:00.48,26.14,50
LYJN,09:31:52.00,0.0021,1000
MAUXF,09:37:51.80,1.1072,200
BSYBY,09:30:14.20,56.62,64
IPAR,09:37:58.63,35.69,100
IPAS,09:30:03.75,1.58,233
KRA,09:36:48.68,22.96,12
PEI.PR.B,09:30:09.68,23.75,350
KRC,09:37:44.55,49.925,100
CNPF,09:30:01.20,12.41,1
KRE,09:38:13.28,40.26,100
CHRYY,09:31:02.60,5.82,100
KRG,09:38:06.53,6.39,100
CNRD,09:30:41.60,36.99,10
VVIT,09:30:11.60,0.0597,15000
KRO,09:37:54.30,19.06,100
TPCS,09:33:47.80,1.18,1200
KRU,09:38:06.68,91.5,100
CNQR,09:36:19.15,102.51,6
IPDN,09:30:00.35,4.54,100
CCCGY,09:37:51.40,15.73,127
JINFF,09:33:25.40,2.59,100
SMAA,09:34:32.43,0.029,22399
USEL,09:30:22.20,0.17,26
KSM,09:34:34.53,12.25,100
IPCC,09:37:42.85,71.92,6
USEI,09:36:55.83,9.0E-4,220000
USEG,09:37:51.38,3.76,100
KSS,09:38:04.88,57.3,1
KSU,09:37:58.33,122.39,100
KST,09:30:00.43,12.94,213
IPCI,09:36:27.30,3.6597,450
IPCM,09:36:48.50,59.28,9
VEGI,09:31:18.40,27.31,25
KTF,09:34:50.48,11.99,82
USFC,09:34:08.60,1.75,127
RIOCF,09:30:48.40,23.33,90
KTH,09:32:42.60,28.95,34
CNTF,09:35:17.35,1.68,100
NHC.PR.A,09:35:27.03,14.25,100
KTN,09:35:04.18,28.5,433
IPFF,09:30:00.60,23.78,407
KTP,09:30:00.50,16.94,1600
WYNN,09:38:14.00,194.505,100
LZRFY,09:34:25.40,13.97,100
SMSMY,09:35:58.00,9.85,100
PCYC,09:37:57.50,105.68,2
SMCG,09:30:01.80,1.14,274
ECYT,09:36:37.60,10.62,100
CNSL,09:36:27.43,19.57,100
CNSI,09:37:40.13,38.7,7
SMAK,09:30:00.80,0.01,1500
NNRX,09:30:13.20,0.3714,1000
RWEOY,09:30:07.40,35.567,100
JSHG,09:30:04.80,0.2,2000
USGT,09:34:11.20,0.0381,900
CNTY,09:38:06.98,5.186,320
CNTO,09:38:03.00,2.1,500
WHLM,09:33:52.63,0.3,2500
BKSC,09:30:00.48,15.64,300
NNVC,09:37:05.45,4.8,1000
IPHI,09:36:49.33,12.73,10
CCEGF,09:30:21.40,4.9,200
VELA,09:35:08.80,0.001,64100
MKSI,09:37:38.15,29.71,29
IPHS,09:36:48.48,48.57,12
CSCTF,09:32:06.40,38.66,200
XCO.RT,09:38:13.18,0.16,2
KWK,09:38:10.70,3.15,897
ARI.PR.A,09:30:42.55,24.74,199
PCYG,09:34:34.58,10.017,100
SMCI,09:36:59.78,16.84,83
JBHT,09:38:09.05,76.99,37
KWR,09:37:57.08,76.53,100
KWT,09:30:39.80,72.37,1
PCYO,09:36:49.55,6.39,9
MER.PR.F,09:30:09.53,25.16,400
MER.PR.E,09:30:50.20,25.1,3
MER.PR.D,09:35:53.83,25.15,4
MER.PR.K,09:30:09.53,24.67,417
IPGP,09:38:06.88,76.53,100
MER.PR.M,09:31:12.90,24.57,500
SMDI,09:30:42.20,0.0339,20000
JBII,09:30:09.60,0.095,755
MER.PR.P,09:30:44.08,25.21,100
SMDD,09:37:42.80,13.96,500
KXI,09:37:45.65,85.274,100
AHPI,09:30:00.50,2.29,100
MKTX,09:36:47.88,66.82,21
MKTY,09:38:10.20,0.9,175
VIVHY,09:36:10.60,25.58,48
VEND,09:38:14.00,2.0,50
HMGN,09:31:35.80,0.02,8500
USLV,09:37:57.20,49.7499,10
FXCB,09:36:49.43,17.55,5
USMD,09:36:49.65,20.55,1
KYE,09:37:59.98,27.18,100
ULTXF,09:31:27.40,0.033,2000
FXCM,09:36:48.65,17.71,19
USMI,09:38:04.28,21.2,100
KYO,09:35:24.95,49.96,5
KYN,09:37:39.38,39.04,100
TPHM,09:30:10.80,1.0E-4,50000
LYRI,09:30:12.20,1.16,166
DSNKY,09:36:21.80,18.3,62
CNYD,09:30:00.65,2.93,100
WYNMY,09:30:01.00,45.18,50
SMEV,09:30:02.00,1.0E-4,8
NSRGY,09:38:12.80,72.41,100
SNEJF,09:30:02.40,17.2865,9
MKTG,09:38:12.60,27.18,200
WYNMF,09:32:37.00,4.548,10000
USLM,09:36:49.53,62.0,1
HMCBF,09:30:01.60,76.127,65
MKTO,09:37:42.85,36.51,100
SMFG,09:38:10.60,10.36,1
NSRGF,09:30:24.60,72.3001,50
RJET,09:38:10.18,10.56,80
HMIN,09:36:23.15,43.79,100
NXPSQ,09:30:11.00,0.0037,3
SMID,09:38:01.40,2.15,500
SLPHQ,09:30:38.20,3.0E-4,600
KCDMY,09:37:13.40,14.09,100
FXEN,09:36:55.48,3.58,100
TPLM,09:38:07.15,8.19,100
USMV,09:36:37.03,35.3599,110
HMHC,09:36:46.75,17.27,100
JBLU,09:38:12.83,8.63,100
USMO,09:37:20.68,14.31,12
IDCBF,09:30:02.40,0.66,1000
ATBEF,09:31:11.40,0.37,15000
LYTS,09:37:23.55,8.67,12
USNA,09:34:58.23,74.71,14
MFA.PR.B,09:30:01.33,21.65,1
IDCBY,09:37:58.40,13.32,3
LZAGY,09:36:40.20,9.36,59
KBALB,09:37:54.13,14.92,100
UBOH,09:30:00.73,14.27,300
KERX,09:38:08.20,12.86,200
BKYI,09:34:06.60,0.1555,6200
BKYF,09:37:03.25,36.79,3
DRAD,09:30:09.35,3.66,1050
EXL.PR.B,09:31:45.45,26.09,10
QGEN,09:38:14.03,23.53,1
DRAM,09:32:04.68,2.6401,200
UBNK,09:38:05.65,18.81,11
EDAP,09:34:07.18,2.9299,100
USPH,09:37:01.78,35.33,7
UBNT,09:37:59.88,45.38,2
ORBC,09:36:19.48,6.22,20
PDCO,09:37:33.48,40.81,200
ORBK,09:37:13.60,13.4,29
SMMF,09:30:00.30,10.03,300
UBQU,09:32:34.80,0.2498,5900
EUFN,09:37:49.50,24.62,100
DRCO,09:38:02.90,11.46,37
FXIT,09:37:36.20,0.003,50000
VVTV,09:36:52.33,7.0,200
GGP.PR.A,09:32:18.93,20.23,136
LAD,09:37:42.10,68.81,5
PDCE,09:38:11.03,51.9,100
LAG,09:37:44.50,56.37,100
ORAN,09:38:13.18,11.96,9400
VVUS,09:38:09.05,9.09,22
SMLP,09:30:00.88,36.64,185
LAQ,09:31:03.53,27.28,121
LAS,09:35:43.15,2.83,384
CMRZF,09:30:04.60,0.091,100
LAZ,09:37:15.93,45.03,33
UBSI,09:38:13.38,31.1,3
UBSH,09:38:11.88,24.56,100
PUGE,09:34:54.60,0.94,590
TPRE,09:36:49.23,18.79,10
NOAH,09:38:03.48,17.9,100
LBF,09:30:09.15,8.04,100
NSRPF,09:37:18.80,0.6776,1000
LBJ,09:36:53.93,20.62,100
NSANY,09:38:07.03,16.74,900
LBY,09:37:01.20,20.82,11
COBR,09:30:00.58,3.05,200
SMMU,09:30:00.98,50.28,114
UBRG,09:35:12.40,4.0E-4,230000
NSANF,09:30:17.00,8.45,1100
ORCL,09:38:13.08,37.75,500
TTRAF,09:30:07.83,4.675,1000
ORCT,09:30:59.80,0.12,15000
LCI,09:37:03.20,32.54,40
OABC,09:37:44.85,21.56,6
LCM,09:37:43.83,10.14,100
NPIFF,09:30:10.20,14.6136,400
JBSS,09:36:49.40,25.14,4
IPRC,09:32:15.40,0.0249,20000
USTR,09:37:08.60,45.54,22
ZAAP,09:33:46.23,0.0901,2000
DAEG,09:30:00.73,1.2,282
TKGBY,09:34:51.00,3.14,1846
COCO,09:37:10.00,1.79,48
LDF,09:31:47.08,12.67,100
LDK,09:37:50.08,1.32,100
SGRCF,09:31:18.00,0.101,13000
LDL,09:37:05.65,17.57,9
SBBSF,09:31:36.80,0.835,383
LDP,09:38:09.38,22.47,100
FGLD,09:30:15.60,3.0E-4,45040
NTDOY,09:37:28.60,16.618,74
ORGC,09:30:19.40,0.022,1690
LDR,09:37:44.63,52.58,1
KEYW,09:37:05.45,13.42,17
COBZ,09:37:41.88,11.96,19
EDIG,09:30:27.00,0.079,500
CIG.C,09:33:13.08,7.95,500
PDFS,09:37:18.08,25.59,14
HMPR,09:37:27.88,1.76,18
OREO,09:30:10.00,0.0102,400
LEA,09:38:06.60,79.91,300
LEE,09:37:53.23,3.499,140
CODI,09:37:58.13,19.336,100
EDGW,09:30:00.30,6.92,975
NOBL,09:37:54.03,43.97,500
LEG,09:37:57.78,30.79,485
LEI,09:36:32.48,1.0,100
CODE,09:37:19.68,13.75,100
OREX,09:38:05.38,5.62,80
LEN,09:38:12.38,38.98,200
LEO,09:36:56.58,7.61,300
PDGO,09:38:11.00,0.02,30000
CAOVY,09:37:51.40,84.18,26
HMST,09:36:54.60,20.08,100
LFC,09:37:22.85,45.75,100
HMSY,09:37:32.60,22.35,100
DRII,09:37:50.05,18.3,1
LFL,09:38:02.20,15.89,100
DRIO,09:37:29.20,1.75,100
SMSI,09:30:00.68,1.51,1650
DRIV,09:37:40.08,18.44,100
PULB,09:30:00.63,11.31,1065
MLAB,09:36:49.28,78.91,2
PCG.PR.B,09:30:01.38,24.9,1
DRHC,09:35:51.80,0.012,10000
LGF,09:38:13.65,31.45,150
EDIV,09:37:57.73,38.4999,30
LGI,09:30:00.50,17.6,1749
ORGN,09:30:12.00,1.25,700
LGL,09:31:27.33,5.42,500
PDII,09:30:00.45,4.8,10
LGP,09:37:50.48,28.73,12
SMRT,09:37:00.85,13.58,15
PCG.PR.A,09:35:57.35,26.68,200
NOEC,09:30:22.20,0.0051,300
BLDR,09:37:50.70,7.17,100
BLDP,09:38:12.23,1.62,100
LHO,09:38:10.00,30.59,100
PDLI,09:38:08.10,8.4,73
EDMC,09:37:05.60,9.96,200
GPE.PR.A,09:35:03.40,26.39,100
SNFCA,09:35:03.38,4.84,100
IPWR,09:30:00.68,5.25,656
