stock,time,prices,shares
HQL,09:37:19.23,20.451,100
QTWW,09:38:14.03,8.0501,1800
QTXB,09:35:02.80,0.03,2500
MHLD,09:38:06.68,10.945,100
HRC,09:38:12.88,41.15,100
IMAX,09:35:37.85,29.37,100
HRB,09:37:57.48,29.0,12
HRG,09:37:38.83,11.91,112
ONTY,09:37:39.73,1.76,200
IMDC,09:30:12.43,0.03,500
HRL,09:38:12.05,45.04,100
ARE.PR.E,09:30:07.30,21.2,1
FCZA,09:30:06.40,6.53,47
ONTX,09:37:04.68,11.6563,500
HRS,09:38:14.05,69.19,2
HRT,09:37:15.13,3.38,50
DRE.PR.L,09:36:39.88,22.47,100
DRE.PR.K,09:36:39.73,22.7,100
DRE.PR.J,09:36:39.08,23.505,100
HSA,09:38:05.63,6.5425,1800
HSC,09:38:11.50,27.94,100
HSH,09:38:08.23,33.38,100
KBIO,09:36:39.83,4.39,100
AVNW,09:36:49.55,2.28,23
HSP,09:38:09.88,41.07,100
AEMD,09:32:33.00,0.17,31700
AVNR,09:38:10.55,3.3,100
HST,09:38:04.03,19.31,100
IMCI,09:30:45.60,0.11,300
MHNA,09:34:02.85,23.7,700
MHNB,09:32:59.30,22.7,35
HSY,09:38:12.80,96.76,100
YUM,09:38:13.63,75.28,35
PPS.PR.A,09:36:17.15,58.0,100
LVLT,09:38:02.10,33.06,50
HTA,09:38:01.13,9.8,6
MHNC,09:33:02.78,20.94,1300
MTZPY,09:36:21.80,13.84,98
HTD,09:36:45.93,18.11,100
HTF,09:30:00.73,25.38,200
CLLZF,09:30:01.40,0.1578,500
HTH,09:36:27.88,23.13,134
HTM,09:36:08.63,0.38,1100
MYRG,09:37:01.33,25.22,11
HTS,09:37:57.58,16.49,100
HTR,09:30:07.90,23.65,150
HTY,09:32:45.75,12.35,360
NVZMY,09:30:02.40,42.44,4
HTZ,09:38:12.48,28.66,100
CKSW,09:34:28.75,7.34,100
BYRG,09:37:40.60,5.0E-4,155000
MYRX,09:30:11.00,0.162,125
ATPAQ,09:30:24.00,0.025,4000
MYRY,09:32:03.60,0.0065,300000
NKTR,09:38:10.78,11.39,100
HUN,09:38:06.65,24.41,100
HUM,09:37:58.63,102.6,100
LEMB,09:32:37.60,48.6899,6
AETUF,09:31:07.80,27.79,200
HVB,09:37:42.95,20.24,9
NKSH,09:36:49.33,37.28,3
ONVI,09:30:00.30,4.9,50
REPYY,09:33:26.80,24.79,38
ONVO,09:38:13.88,10.9119,963
AEPI,09:36:49.25,52.83,3
HVT,09:36:48.70,31.31,8
CALVF,09:30:03.00,0.75,1
TMHC,09:38:07.30,22.24,100
FIATY,09:37:54.00,9.42,300
MRH.PR.A,09:36:32.55,26.7,43
UPIP,09:37:09.50,1.42,100
NWLTF,09:31:33.60,16.45,500
IMGN,09:37:04.35,14.601,500
GGAL,09:37:06.05,10.41,100
KBLB,09:31:53.80,0.053,77
ARZTY,09:30:13.40,37.74,21
YYY,09:36:22.60,23.15,865
HXM,09:38:09.75,1.15,403
HXL,09:36:31.30,44.43,100
YTBLQ,09:30:01.20,0.0033,10
YZC,09:37:46.25,8.485,100
AERI,09:36:49.50,18.2,4
ISNPY,09:30:11.40,14.83,350
AERG,09:30:00.40,0.0095,4000
HYB,09:35:57.20,9.6,100
HYD,09:37:23.03,28.22,400
LVSY,09:35:25.80,14.99,30
HYF,09:37:00.20,2.03,100
HYG,09:38:05.25,92.884,200
VSPC,09:30:11.80,0.0133,5000
HYI,09:30:18.88,17.66,100
FUELQ,09:30:00.40,0.151,1049
QUAD,09:37:57.45,27.1,13
HYT,09:37:53.63,12.11,100
HYS,09:38:11.75,106.435,12
OSKFF,09:35:57.60,4.5501,100
QUAL,09:36:56.73,56.25,94
FUBC,09:38:13.23,7.5,16
TBLMY,09:31:19.80,25.18,390
QUAN,09:30:26.40,0.0917,3452
EPM.PR.A,09:30:00.95,26.6,10
AERT,09:30:14.80,0.11,1000
AVTC,09:30:13.20,1.38,600
MHTX,09:30:11.40,0.066,1335
HZO,09:37:36.68,15.97,13
AERO,09:32:29.40,2.49,2840
PRAA,09:37:27.73,52.19,100
AETI,09:30:44.18,9.99,46
WEST,09:35:38.60,0.0218,15754
PRAN,09:36:43.73,7.03,600
ERBB,09:38:12.40,0.0039,100000
AMKBY,09:30:12.00,21.888,10
UNICY,09:37:49.00,11.29,100
FUEL,09:38:07.40,59.32,100
WERN,09:37:38.13,24.56,200
RGDO,09:30:00.25,4.78,5
JPNL,09:34:13.78,51.8601,200
JPNS,09:30:00.73,25.95,5
MCHHF,09:30:11.60,0.1151,300
RGDX,09:30:00.63,1.17,200
RGEN,09:37:51.70,13.5633,470
BHWX,09:30:05.60,0.0013,1100
PCWLF,09:30:11.40,0.4367,200
CICHY,09:37:51.40,14.84,177
RXII,09:32:59.80,2.9,100
PAAS,09:38:06.55,11.92,100
PRCP,09:37:49.25,13.55,300
QDEF,09:38:02.95,32.19,1000
SHTDF,09:30:12.80,2.82,2500
JSHLY,09:33:32.80,16.01,100
VSTI,09:32:26.20,0.1399,2000
VSTM,09:37:49.00,11.33,100
QDEL,09:36:48.58,30.8,15
EPR.PR.F,09:30:08.40,20.83,1
GGGG,09:30:04.70,10.065,1
WETF,09:38:02.20,17.58,100
IMMR,09:37:48.78,10.36,100
IMMU,09:38:07.65,4.67,500
TMMI,09:30:08.80,0.175,2500
SHCAY,09:30:23.00,3.12,7
AVXL,09:35:02.80,0.25,5820
WVVI,09:30:00.73,6.21,350
FDEF,09:36:49.38,26.34,3
IMMCQ,09:30:07.80,0.01,2000
PACW,09:37:36.55,41.7633,100
PACR,09:36:49.35,8.25,13
PACT,09:37:39.60,7.12,90
IMPV,09:38:09.28,47.6,20
LEXG,09:35:52.60,0.0648,10000
VLNCQ,09:30:17.00,0.0035,21000
ZBB,09:35:41.10,0.9,100
RCKHF,09:33:20.83,2.5,70
SEKEY,09:37:09.40,13.349,200
OOAG,09:30:12.80,7.0E-4,10
PRDC,09:30:22.80,0.0901,50
SOHAF,09:37:13.60,0.3665,2000
IMOS,09:37:05.65,19.0,50
IAE,09:34:02.15,12.74,200
IAG,09:38:13.63,3.47,100
IAF,09:35:17.60,8.429,119
PRDL,09:30:00.60,8.0E-4,230000
IAI,09:36:31.03,38.5,300
IAK,09:36:38.88,47.08,100
PACB,09:37:57.65,5.17,100
PACD,09:36:50.60,11.35,100
IAU,09:38:09.58,11.861,1000
VSUL,09:30:09.80,0.07,1500
IAT,09:35:37.83,32.83,100
UPRO,09:38:13.35,94.776,800
WEYS,09:37:40.75,29.49,4
KBWC,09:30:05.85,50.29,61
KBWB,09:32:08.55,35.44,100
AEZS,09:37:50.70,1.42,100
IMRS,09:34:57.95,1.5802,3300
KBWD,09:33:18.85,25.29,345
GGLR,09:30:10.80,0.0092,5000
IBB,09:38:10.15,225.68,98
FDIS,09:31:50.08,26.96,1
IBA,09:30:00.48,40.27,800
ERHE,09:30:53.40,0.05,150
KBWI,09:33:53.25,65.7601,91
RGLD,09:37:45.48,47.6,100
PRGS,09:36:49.90,25.557,332
PRGN,09:38:01.75,7.16,100
PRGO,09:38:06.45,152.63,81
KBWR,09:31:21.78,39.52,200
KBWP,09:31:33.10,39.02,235
IBN,09:37:50.18,36.11,21
IBM,09:38:12.88,186.5481,138
PRGX,09:36:49.48,6.68,11
IMSC,09:38:02.40,0.9,1700
RGLS,09:36:49.63,7.26,5
KBWY,09:33:45.85,29.54,60
QUIK,09:38:07.73,4.04,100
ICA,09:37:24.63,8.31,25
ICB,09:32:04.78,16.87,268
ICE,09:38:00.50,224.12,6
ICF,09:36:51.03,74.41,100
ICH,09:30:00.45,7.19,300
CLBH,09:30:34.15,10.17,1
SJNK,09:38:03.63,30.83,400
BCGYF,09:30:17.80,0.02,15000
PRFZ,09:36:56.35,96.926,132
PRFT,09:38:05.80,22.86,100
ICN,09:30:01.18,19.77,900
HJOE,09:38:07.60,0.017,1000
PRIM,09:36:48.50,31.13,19
ZEP,09:37:33.03,18.22,12
CLCT,09:36:27.55,17.35,100
IDA,09:36:26.08,51.52,100
IDE,09:35:17.40,16.805,100
CLCN,09:32:54.20,1.7,200
IDG,09:36:31.38,25.33,13
IDI,09:30:00.48,1.57,1000
IMUC,09:37:53.30,0.91,35
IDN,09:33:00.55,0.52,2
NDEKY,09:30:05.80,21.044,5
ZFC,09:36:49.53,16.07,4
IDT,09:36:25.73,17.75,8
NTCXF,09:30:11.60,1.047,500
IDV,09:38:05.38,37.4,3
IDU,09:35:37.10,95.52,100
IDX,09:37:18.25,21.01,35
CLDX,09:38:14.00,23.76,100
WHLKY,09:31:40.60,46.007,250
CLDT,09:37:12.20,20.4,14
IEC,09:31:52.00,4.25,285
ERIC,09:38:00.28,12.07,100
CLDS,09:30:09.00,0.1501,50
ERIE,09:37:41.93,72.78,100
IEF,09:37:28.68,99.43,100
IEI,09:37:55.55,120.04,500
CTTAY,09:36:20.60,43.36,200
ERII,09:37:52.60,5.45,100
IEH,09:34:47.75,24.04,441
FULL,09:31:48.05,7.0249,100
IEO,09:38:13.03,81.37,100
PAGG,09:30:00.60,29.78,2
IEP,09:38:05.65,110.51,500
FULT,09:36:48.70,12.93,200
EAHC,09:33:40.00,0.2199,200
IEV,09:38:06.05,46.62,600
IEX,09:37:53.88,73.45,80
IEZ,09:37:54.70,64.52,100
VSYS,09:31:27.00,0.12,3000
PAGP,09:38:08.53,26.81,100
IFF,09:38:07.25,86.165,100
PRKR,09:37:12.50,4.51,200
QUNR,09:37:49.35,26.6,1400
IFN,09:37:18.20,19.6,200
IFT,09:36:49.63,6.53,6
BZCN,09:30:11.60,0.03,453
PRLB,09:36:38.70,70.77,344
IGA,09:36:21.03,11.66,100
FUND,09:38:04.70,7.6,99
IGC,09:30:00.53,1.0,10
IGE,09:37:54.60,43.1,100
IGD,09:38:02.45,8.87,96
OOGI,09:34:53.00,0.47,100
IGF,09:30:01.08,38.71,898
QUMU,09:35:36.55,12.28,1
IGI,09:38:03.60,20.14,100
IGM,09:37:45.43,88.97,78
TMUS,09:38:13.90,33.16,100
AWAY,09:38:05.18,40.03,100
BICK,09:30:00.50,24.3,900
IGN,09:31:03.10,32.1199,52
AGIIL,09:30:00.40,20.09,1
IGS,09:30:01.08,31.73,220
IGR,09:37:58.55,7.92,100
IGU,09:30:59.50,52.49,500
IGT,09:38:06.40,18.02,100
FDMF,09:30:02.40,2.0E-4,160000
CLFD,09:37:51.95,19.02,200
IGV,09:37:24.05,81.55,100
QUNI,09:37:30.40,0.215,2080
ELPVY,09:34:44.40,9.15,100
FDML,09:37:40.40,19.4,100
GDOCF,09:36:58.40,2.18,100
RGRA,09:37:03.08,20.39,33
IHD,09:34:04.55,11.63,100
CLGX,09:37:53.58,35.42,20
IHC,09:36:49.65,13.47,2
ZIV,09:36:00.38,38.5,100
IHF,09:38:12.40,92.74,130
BIDU,09:38:14.03,180.225,100
IHE,09:36:47.00,117.623,100
IHG,09:36:21.13,33.34,100
PRMW,09:30:15.50,2.65,1
MIDU,09:37:42.78,78.58,400
LFAP,09:30:02.80,0.039,100
IHI,09:38:10.45,92.45,100
AFAN,09:30:14.20,1.35,1000
AFAM,09:36:49.40,32.27,3
CLGL,09:37:48.00,0.016,110000
PALL,09:37:09.45,70.98,100
IHS,09:37:58.15,118.59,100
MIDZ,09:36:09.48,18.5499,200
IHY,09:34:17.13,27.01,4
GGSM,09:35:50.60,4.0E-4,30000
FIADF,09:37:37.40,9.43,15
RGRX,09:30:10.80,0.0505,8332
LWAY,09:37:13.33,15.98,3
SSW.PR.C,09:35:01.15,26.42,1
IID,09:37:40.85,9.24,200
SSW.PR.D,09:30:01.00,25.06,1000
OOIL,09:34:57.40,0.18,10000
IIF,09:30:00.58,17.27,700
III,09:37:40.58,4.23,100
IIM,09:37:48.58,13.52,100
BIEL,09:37:20.60,5.0E-4,50000
UPZS,09:30:12.60,0.0023,15413
MZEI,09:30:12.00,0.0684,5000
MIDD,09:37:53.15,237.6,100
VIVEF,09:30:10.60,25.8,500
GOODN,09:37:55.88,25.87,1
WWAV,09:38:08.18,22.63,59
GOODO,09:30:00.25,24.39,1
FOSUF,09:30:46.00,0.999,1000
IJH,09:38:09.73,133.12,400
IJJ,09:38:06.48,115.67,100
DOMK,09:37:28.40,0.02,1300
IJK,09:38:13.03,149.4,100
PROV,09:36:49.48,15.07,5
CLIR,09:37:43.28,11.15,110
PROW,09:37:26.60,0.016,21000
ZLC,09:38:08.85,15.6201,200
IJR,09:38:13.48,108.39,200
IJT,09:37:54.13,118.0301,49
IJS,09:37:53.80,110.66,52
ZOLT,09:36:28.95,16.74,10
AFCE,09:36:40.15,38.39,100
AFCB,09:30:00.60,19.81,100
PRPH,09:30:00.75,1.61,1496
PANW,09:38:11.83,56.215,100
EROC,09:36:00.13,5.9,11
EROS,09:33:01.63,11.0001,11
ZMH,09:38:00.55,92.34,37
FURX,09:38:10.08,41.8,12
BIGG,09:36:09.40,0.335,2500
PAMT,09:32:36.28,13.86,100
ILB,09:30:06.70,47.65,4
ILF,09:38:06.43,36.35,22
DYN.WS,09:30:01.60,1.29,27
DOOR,09:37:54.65,59.74,200
ENEVY,09:36:09.40,1.27,900
ZNH,09:38:06.53,19.7,100
VCBI,09:38:13.35,16.9,5
FDTS,09:30:01.05,36.97,9
ICPVY,09:31:38.00,2.29,25
IMF,09:37:13.63,16.85,100
IMI,09:38:09.15,4.9392,500
KCAP,09:36:49.43,8.1,11
IMH,09:37:41.00,5.95,100
AFFY,09:32:29.60,0.79,500
AFFX,09:37:31.85,8.4101,50
IMO,09:38:13.13,43.87,100
KTCC,09:37:51.18,11.155,100
IMN,09:37:19.05,4.72,19
MNHVY,09:31:38.00,23.96,18
FUTU,09:30:00.60,0.1775,12
AFFM,09:30:13.40,2.5,60
STI.PR.E,09:35:01.03,20.88,1
EAPH,09:30:20.80,0.002,10000
FUTY,09:37:43.25,24.77,5
RGUS,09:32:09.00,0.17,5000
STI.PR.A,09:30:00.85,18.6,100
TOSBF,09:30:09.00,4.25,23
INB,09:32:33.53,11.33,100
AES.PR.C,09:33:04.30,50.29,300
IND,09:36:10.85,25.14,400
BIIB,09:38:12.43,278.57,20
EAPS,09:35:17.45,29.49,100
INF,09:37:09.10,19.72,100
VTEQ,09:30:11.40,2.4,984
ING,09:37:58.80,13.8628,200
PARA,09:33:44.80,4.54,500
PARD,09:36:51.40,0.35,2000
PRSS,09:38:12.63,6.19,100
INN,09:38:08.15,8.94,100
INP,09:35:37.40,55.43,100
PRTA,09:37:49.73,26.83,100
GMICF,09:30:01.20,34.5802,43
INO,09:38:07.95,2.938,5000
INT,09:38:06.03,42.94,10
CLMT,09:38:10.15,26.03,7
PMTYF,09:30:01.80,0.46,10
CLMS,09:36:59.98,11.7,100
PARR,09:30:47.40,2.23,3000
INZ,09:35:01.10,25.31,2
INY,09:32:17.18,21.61,14
PARS,09:36:33.80,0.0401,200
IOC,09:38:03.08,51.0,100
DD.PR.A,09:37:37.18,74.48,100
COUGF,09:30:12.40,0.005,500
NLNK,09:37:05.63,21.84,97
IOO,09:37:37.95,76.5,78
CLNY,09:37:52.63,20.2,100
IRLBF,09:30:02.60,0.35,140
CLNT,09:35:26.40,5.43,100
ZQK,09:38:07.85,8.68,100
PRSC,09:36:49.28,25.96,6
EARN,09:36:49.65,15.42,2
ZOOM,09:37:21.38,4.789,100
FDUS,09:38:08.25,21.92,100
IPF,09:35:29.35,23.45,100
CLNE,09:38:12.65,12.62,55
IPE,09:34:17.20,54.43,7
PATH,09:37:43.50,3.26,100
IPG,09:37:59.93,17.6169,80
MILV,09:30:14.40,1.0E-4,10000
IPI,09:37:32.80,15.88,300
IPK,09:30:00.60,31.65,310
IPN,09:30:00.60,31.87,200
TNAV,09:37:41.43,6.57,100
IPO,09:35:15.25,21.87,6
PATR,09:37:17.15,41.1,10
INBK,09:31:59.25,22.58,100
RHHBY,09:38:10.80,68.91,10
PATK,09:37:57.45,28.93,11
INBI,09:30:00.60,0.0088,4000
IPU,09:30:00.60,17.9,200
BZNE,09:32:31.00,0.64,3000
IQI,09:35:38.43,11.12,100
BIND,09:36:49.60,15.39,3
PRTX,09:30:11.20,8.7,100
PRTS,09:37:45.60,2.5199,2700
DORM,09:38:12.50,55.75,100
PNC.PR.Q,09:35:09.75,20.0,1
ERUS,09:38:12.95,21.66,400
PNC.PR.P,09:38:03.45,25.07,200
ZSL,09:38:00.70,84.6,50
BACHY,09:30:14.20,11.45,200
INAP,09:37:10.40,7.45,200
MILL,09:37:24.43,7.01,100
IRC,09:38:03.38,10.4698,200
IRF,09:36:48.08,25.68,24
IRE,09:37:52.80,14.15,250
IRG,09:36:49.60,12.445,5
INDB,09:37:31.83,38.85,13
BIOF,09:30:00.53,1.71,1220
IRL,09:30:00.45,12.71,2006
BIOD,09:38:05.23,2.2399,1900
IRM,09:38:00.35,30.44,100
MINT,09:34:17.23,101.32,1
TAYCP,09:30:00.30,25.71,1
IRR,09:38:11.60,9.815,100
ARKAY,09:30:13.60,114.99,15
IRT,09:37:36.10,8.4,110
SCTPF,09:36:16.20,0.39,100
IRS,09:34:37.55,12.13,1593
IRV,09:30:00.60,23.11,185
VTIP,09:37:30.78,49.2799,22
QDYN,09:32:40.43,33.36,75
INDL,09:37:36.10,50.5299,50
IRY,09:33:28.45,43.9742,300
PRXL,09:38:13.90,45.129,400
PRXI,09:35:08.13,1.19,100
INDY,09:32:17.55,22.91,53
ZTS,09:38:13.28,32.44,100
ZTR,09:34:28.35,13.941,4
ISD,09:36:08.70,17.4,100
ISG,09:33:57.90,23.16,13
ISF,09:36:17.78,23.62,100
ISH,09:36:49.55,28.39,2
VITFF,09:30:11.80,0.093,1500
VTHR,09:34:02.80,85.45,1
CLSI,09:30:08.00,0.004,56000
BIPH,09:30:22.60,3.0E-4,7331
ALIOF,09:32:24.00,83.45,100
ISM,09:33:55.73,23.51,100
ISL,09:31:05.43,16.02,1351
PRVT,09:30:10.20,0.08,377
ISP,09:36:03.55,23.41,100
ISS,09:38:09.25,5.12,100
ISR,09:37:47.43,0.4999,100
IST,09:30:00.60,29.3,150
CLRX,09:30:00.40,3.8,166
MINI,09:38:01.88,41.0,100
ELRNF,09:30:55.00,8.71,725
INCO,09:36:58.00,22.0,200
MZOR,09:37:59.58,20.5525,400
BIOS,09:38:11.53,7.29,100
ITB,09:38:14.05,24.56,100
MIND,09:37:13.65,17.77,7
BIOQ,09:30:08.20,6.5,100
ITA,09:38:11.75,105.319,50
MINE,09:31:42.20,0.0017,258400
INCY,09:38:04.85,50.05,22
CLRO,09:37:46.70,8.923,222
ITC,09:38:00.10,95.54,100
ITF,09:30:20.23,52.5,30
ITE,09:30:00.60,59.12,51
BIOL,09:36:49.53,2.91,19
IMKTA,09:37:51.18,27.02,100
ITG,09:37:07.05,20.52,8
ITI,09:32:04.33,2.11,300
TETHF,09:34:18.60,0.434,2500
INFA,09:37:27.80,41.22,100
ITM,09:38:13.23,22.04,100
ITR,09:34:57.60,33.67,100
ITT,09:38:06.25,43.18,100
INFI,09:37:45.40,13.6167,93
ITW,09:38:12.70,83.82,100
INFN,09:37:44.68,9.7172,100
GTKYY,09:32:32.60,30.476,2
JASMY,09:30:03.20,1.92,15
PAYD,09:34:59.80,0.1949,1000
NHPEF,09:30:20.40,2.96,150
INFY,09:37:50.23,55.9,57
CLSN,09:38:09.55,3.86,100
TNDQ,09:30:00.65,36.25,300
TNDM,09:36:49.33,26.75,5
PAWS,09:35:43.80,0.015,30000
CLUB,09:37:25.53,14.61,13
VCIT,09:38:06.63,82.75,200
IVC,09:38:00.53,22.95,10
BPOPN,09:30:00.40,18.96,3
SKBI,09:37:37.25,3.461,100
IVE,09:37:50.88,85.11,10
IVH,09:31:16.83,18.03,600
NLST,09:31:55.40,0.74,1
NLSN,09:38:14.03,45.77,100
TNGS,09:30:17.60,0.012,125
VCLK,09:37:30.93,23.3,100
IVR,09:37:43.08,14.74,100
TNGO,09:37:58.33,17.78,100
TNGN,09:30:12.80,0.235,10000
IVV,09:38:13.35,184.7501,1
IVW,09:38:13.00,98.28,100
IVZ,09:37:58.05,36.161,1055
LINTA,09:38:03.23,29.3,100
WWPW,09:30:54.00,0.089,5000
IWC,09:37:53.30,74.73,33
IWB,09:38:00.35,102.68,100
BIRT,09:36:51.88,7.72,26
IWD,09:37:59.43,93.69,19
AFOP,09:37:49.23,14.93,49
IWF,09:38:10.20,85.55,24
VTNC,09:38:06.78,6.4601,590
DGICA,09:36:49.58,16.02,3
VCLT,09:33:36.15,83.0,20
IWM,09:38:13.48,114.46,100
IWL,09:36:29.10,41.93,200
IWO,09:38:06.13,134.52,8
IWN,09:38:14.05,98.72,200
IWP,09:38:06.00,83.95,100
IWS,09:37:07.15,65.32,114
IWR,09:37:39.00,149.19,15
IWW,09:37:52.73,122.86,100
IWV,09:37:07.30,110.16,32
IWY,09:30:26.58,45.0,44
BITA,09:37:46.98,32.13,200
IWX,09:36:15.73,40.1,65
IWZ,09:37:52.55,70.24,78
INGR,09:37:54.98,68.33,100
AFPW,09:31:40.00,2.0E-4,500000
PAYX,09:38:09.65,45.241,100
IXC,09:36:20.98,42.88,100
KCLI,09:37:10.70,47.58,2
AWRE,09:30:00.45,6.13,500
CLVS,09:38:11.75,59.44,100
IXG,09:33:24.25,55.93,26
IXJ,09:37:16.25,85.69,33
VTMB,09:37:44.40,0.0013,750000
BISN,09:30:23.60,0.95,200
IXN,09:34:26.15,82.6,500
IXP,09:36:32.28,67.77,30
GHDC,09:35:24.00,0.0101,2500
IYC,09:38:11.38,121.5799,48
IYE,09:37:42.78,50.11,83
GHDX,09:36:53.88,29.24,7
IYG,09:36:03.93,83.61,35
IYF,09:38:12.13,79.91,100
IYH,09:37:41.05,116.0101,158
CLWT,09:32:50.98,4.82,100
IYK,09:36:57.28,95.2,174
IYJ,09:37:55.88,100.6201,157
IYM,09:38:06.53,81.28,7
IYR,09:38:12.95,62.98,100
AFSI,09:38:09.70,34.4,100
IYT,09:38:04.18,131.38,100
IYW,09:38:11.73,87.8195,298
AFSD,09:37:38.70,21.14,100
ININ,09:37:50.13,67.01,9
IYY,09:36:14.03,92.97,170
MITD,09:30:14.60,0.14,500
VTNR,09:30:00.15,3.39,500
SYCRF,09:30:05.60,0.812,4000
IYZ,09:38:09.38,29.5401,544
INIS,09:35:08.20,0.059,10000
KTOS,09:37:09.28,7.6174,100
MITL,09:37:57.43,9.85,1000
ITPOF,09:35:50.80,13.19,500
TNIB,09:30:12.60,1.29,200
MITK,09:37:16.80,5.9,700
MITT,09:38:01.10,15.61,100
TECUA,09:38:06.60,9.14,6
TECUB,09:30:00.23,9.11,400
CPICQ,09:31:07.40,0.0072,400
GBGLF,09:30:15.00,0.0023,70
VTRB,09:35:01.08,21.28,1
SUHJY,09:30:02.80,12.627,100
TNKY,09:30:00.20,0.135,25
KEYUF,09:32:15.60,60.242,100
ESBF,09:36:49.53,14.84,4
PSAU,09:33:11.80,19.0,50
FCREY,09:31:38.20,13.88,23
ESBK,09:32:15.75,25.15,40
VRNGW,09:32:05.58,1.0,2500
INKM,09:30:15.73,30.34,7
BZYR,09:30:12.20,0.07,350
ELRFF,09:30:06.03,0.0706,700
PSCE,09:36:00.25,45.89,200
PSCD,09:30:00.30,48.62,6543
INNI,09:30:11.60,0.075,2000
PSCF,09:30:00.23,39.44,1
PSCC,09:30:00.60,49.61,753
PSCM,09:38:06.75,42.85,150
PSCI,09:30:00.40,45.39,766
PSCH,09:35:40.38,54.7701,150
FEEU,09:35:11.98,118.67,100
PSCU,09:30:31.20,35.0,100
LFVN,09:37:25.40,1.65,600
PSCT,09:36:51.28,44.01,120
ALIAF,09:36:40.60,2.11,110
INOD,09:36:42.10,2.59,100
GFSZY,09:30:10.60,21.6,100
INOC,09:31:22.25,8.18,502
INOH,09:30:11.60,0.01,1000
PBSFF,09:30:45.80,48.95,5
ESCA,09:30:00.60,11.82,126
BIZD,09:37:04.65,20.9,1000
VCRA,09:38:03.68,15.66,100
EBAY,09:38:11.70,54.6,100
VTSS,09:37:28.05,2.9,300
SIVBO,09:30:10.68,25.06,200
LFUS,09:38:08.78,92.06,3
QEDN,09:31:30.40,0.0196,26500
MIXT,09:37:57.08,12.49,100
VTSI,09:30:12.80,0.066,5000
FEEC,09:30:14.20,0.136,550
GMXPQ,09:30:09.00,0.025,200
ENGGY,09:30:07.20,12.867,77
PSEC,09:37:53.85,11.185,100
PBCT,09:38:06.05,15.07,100
GYLD,09:30:11.33,26.55,50
PSEM,09:38:06.63,8.84,100
INOL,09:30:41.20,0.001,1
FEFN,09:30:00.48,30.16,1
WWWW,09:36:48.00,31.71,24
VCSH,09:38:01.38,79.71,100
ESEA,09:37:00.25,1.3202,1000
PSDV,09:38:06.58,3.95,600
JAH,09:37:07.70,61.12,100
VTUS,09:31:38.70,3.78,1
VCSY,09:32:21.03,0.065,1800
GMXRQ,09:31:03.00,0.1012,103
INPH,09:30:00.48,3.91,20
DVDCY,09:34:51.40,4.21,1000
KTYB,09:30:14.00,24.1,1
JBL,09:38:01.53,17.17,100
DPSTF,09:38:00.40,35.666,36
JBT,09:36:13.60,29.13,100
INSM,09:36:48.65,16.97,18
CMBS,09:30:01.20,51.06,27
KNBWY,09:31:15.40,14.4,900
VTWG,09:36:48.60,97.62,100
JCE,09:30:14.30,16.96,170
SDXAY,09:33:27.00,100.93,199
JCI,09:38:13.53,50.425,250
VTWV,09:36:24.75,85.4,23
JCP,09:38:14.03,9.01,100
FEIC,09:36:44.90,88.43,100
ESGR,09:37:56.75,138.57,10
JCS,09:32:05.63,11.1999,29
FISOF,09:31:21.60,0.164,7500
VTWO,09:37:42.78,91.39,500
DPDW,09:30:04.00,2.06,1
INTU,09:38:00.50,75.75,17
INTT,09:30:01.40,3.9,65
CMCO,09:37:21.60,27.18,11
INTX,09:37:21.48,7.7899,60
JDD,09:38:11.10,11.26,59
CMCI,09:30:11.60,0.4,200
PBHG,09:35:04.80,0.0183,77
PSIX,09:37:30.25,75.41,100
FELE,09:37:24.80,44.56,58
GHML,09:30:00.40,2.01,40
JEC,09:38:12.38,63.62,30
INSY,09:38:06.80,38.79,100
INSV,09:34:35.40,0.295,200
NMBL,09:38:10.60,46.22,100
OPEN,09:38:04.48,78.91,100
SKPO,09:35:18.20,0.17,7000
ESIO,09:37:20.68,10.33,100
INTC,09:38:13.90,25.56,300
JEQ,09:30:00.43,6.94,100
CPYYY,09:35:45.60,22.7,6757
PSID,09:35:55.40,0.0269,10000
INTL,09:36:56.13,18.5,8
FEMS,09:30:01.05,35.9,1100
JFC,09:30:00.85,15.05,400
OPHT,09:37:41.05,32.55,400
YUEIF,09:30:22.80,3.3,1000
GYRO,09:38:13.95,11.7762,1000
YUEIY,09:30:10.20,16.49,59
ESLT,09:37:44.80,59.76,5
JFR,09:38:08.05,11.92,100
FENG,09:37:29.88,9.65,100
NMFC,09:38:04.45,14.93,100
INWK,09:36:49.20,7.7,24
VCYT,09:36:49.63,14.42,2
BRDCY,09:31:33.40,19.03,1
INUV,09:34:04.10,1.2601,1111
JGG,09:36:49.48,11.31,300
EBIX,09:38:07.18,14.74,68
PBIB,09:30:00.25,1.0,200
INVA,09:36:24.60,0.0021,44780
INVE,09:30:06.45,0.572,1000
JGT,09:38:02.50,10.05,46
AXAS,09:37:48.15,3.22,55
DPHS,09:30:11.20,0.006,1500
JGV,09:37:35.53,13.11,100
OPHC,09:30:00.15,1.48,100
JGW,09:36:49.50,17.38,4
PBIO,09:33:53.20,0.24,225
INVN,09:38:12.40,20.4599,100
AXCG,09:30:58.20,8.0E-4,40000
INXX,09:30:00.60,10.38,200
ZKBGF,09:36:22.60,1175.0,10
SKUL,09:37:32.33,7.07,100
JHI,09:37:48.70,18.647,400
